Annual Income,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Default,Id,Credit Score,Years in current job_0,Years in current job_1,Years in current job_2,Years in current job_3,Years in current job_4,Years in current job_5,Years in current job_6,Years in current job_7,Years in current job_8,Years in current job_9,Years in current job_10,Term_Long Term,Term_Short Term,Home Ownership_2,Home Ownership_1,Purpose_1,Purpose_2,Purpose_3
1010724,0,13,16,151514,0,0,156772,127471,16087,0,278,687,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,7,16,434984,0,0,510884,323076,16546,1,279,729,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
706268,0,4,14,129096,0,0,172172,96881,3102,0,283,728,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
939170,0,8,10,356554,0,0,499136,232180,19331,1,285,664,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,6,10,693726,0,0,224048,225264,9791,0,288,729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,6,18,924132,0,0,326898,59071,16116,0,289,729,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1434538,0,7,27,541200,0,0,336710,295868,17812,0,290,742,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
787949,0,7,26,369490,0,0,117304,217303,15628,0,291,744,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,17,21,259050,1,0,200200,181222,22140,0,292,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1294850,0,9,13,163196,0,0,220484,127414,19315,0,293,729,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2033931,0,6,21,0,0,0,108042,0,30340,0,294,742,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1292988,1,9,17,290246,1,0,357522,141626,12607,0,295,735,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
556662,0,10,16,193512,1,1,101508,98439,12015,1,297,694,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
929100,0,13,22,268664,0,0,262394,88179,23924,0,298,746,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1235741,0,11,30,433620,1,1,642246,307838,23170,0,299,643,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1589464,0,10,9,430826,0,0,202004,175978,6450,0,300,741,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,6,14,403216,0,0,222794,208943,11596,0,302,729,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
855608,0,11,18,563156,0,0,218504,285000,21604,0,303,749,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1551616,0,7,16,428890,0,0,269500,313006,15904,1,304,725,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,32,9,96668,0,0,75262,47424,1870,0,305,729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
447659,0,5,17,140624,0,0,185746,32072,10744,1,308,719,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1245792,0,5,22,0,0,0,338096,0,395,0,309,659,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1642778,0,13,21,1359578,0,0,783244,549518,20809,0,310,739,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
746320,0,4,25,239668,0,0,64812,161044,3750,1,311,719,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1021288,0,13,19,745360,0,0,258016,305121,16851,1,314,740,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
861935,0,11,12,391468,0,0,221782,50369,23128,1,315,666,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
918707,0,17,10,354574,0,0,382624,912,9187,0,316,735,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
559151,0,5,17,447326,0,0,89298,84987,1580,0,318,742,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,2,10,0,0,0,76670,0,6432,0,319,729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,9,8,314490,0,0,434060,118427,15838,0,320,729,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
674785,0,6,7,345862,0,0,196438,109630,10065,0,322,727,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1251796,0,12,8,294184,0,0,178398,105184,28791,1,323,723,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
583281,0,8,4,225082,0,0,157586,101479,10207,0,324,737,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
468312,0,8,9,260172,0,0,173514,209399,6283,1,325,717,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1163256,0,19,18,303886,0,0,268312,28861,22428,1,326,729,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
719910,0,10,13,567578,0,0,177144,225473,11651,0,328,681,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1245621,0,5,13,128700,0,0,221892,89034,1225,0,329,692,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1163256,0,3,10,26070,0,0,65186,19950,10772,0,330,729,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
732906,0,11,23,509124,0,0,334994,193458,11055,0,332,717,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
840047,0,12,21,395780,0,0,259380,232427,12251,0,335,735,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,16,22,1506604,0,0,142736,230299,14106,0,336,729,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1716669,0,24,22,1054592,0,0,331298,418969,20600,1,338,724,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
506483,0,15,12,533698,1,1,132506,70984,3900,0,339,722,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
673987,0,24,20,908468,1,1,220704,400919,18759,1,340,730,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,9,8,112684,0,0,135212,84664,14629,0,341,729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
482752,0,6,15,364320,0,0,186142,147573,5391,0,343,716,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1347613,0,4,7,108394,0,0,54186,50749,1763,0,344,713,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1521824,0,7,24,383416,0,0,176220,226822,14330,0,345,736,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,8,11,331848,0,0,258566,243884,7537,1,346,729,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,12,18,232782,1,1,296604,127870,19036,1,347,729,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
892088,0,16,17,790592,0,0,336842,102410,13456,1,348,747,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
867407,0,13,12,696146,0,0,440792,346902,16914,0,349,720,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1163256,0,6,24,1042712,0,0,220968,14402,816,0,350,729,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
893665,0,2,9,38764,0,0,107800,12122,9979,0,352,711,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1045000,0,24,24,1313466,0,0,264000,290396,20726,0,353,742,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
960184,0,9,43,301026,0,0,87912,86051,3433,1,355,750,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,15,15,581152,1,1,227964,235904,15962,1,356,729,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1451619,0,15,17,953656,1,1,615208,407683,14274,0,357,733,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1947519,0,8,13,614020,1,1,386584,334077,8748,0,358,725,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
931950,0,5,29,86372,2,1,120868,64752,12271,0,361,715,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
793174,0,9,18,374154,0,0,376332,282739,10047,1,362,654,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,14,23,788194,0,0,786016,547295,33766,1,364,729,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1076882,0,6,17,25784,0,0,77924,6821,11935,1,367,743,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,7,16,1026124,1,1,509036,458166,10121,0,368,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1271594,0,11,18,588522,0,0,140646,282093,6093,0,371,747,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,9,13,475222,1,0,176044,288534,12172,1,372,729,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1594651,0,10,14,145442,0,0,152064,78622,12332,0,374,740,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,6,9,206690,0,0,269654,168511,8791,1,376,729,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1980237,0,10,16,575476,0,0,465674,404054,10578,0,377,714,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
845690,0,5,8,319880,0,0,319880,181507,9937,0,378,700,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1512248,0,25,28,604384,0,0,437756,280288,21423,0,379,692,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
956840,0,10,14,518144,0,0,389444,222414,13555,1,380,679,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1890500,0,5,22,205876,0,0,262680,160721,11170,0,381,689,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,11,14,495132,1,1,331430,292923,23025,1,385,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1297624,1,6,20,148852,1,0,100012,82023,4033,0,386,703,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1163256,0,15,23,922790,0,0,756646,553090,15721,0,387,729,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1521064,0,12,13,519376,0,0,770550,305900,12460,0,388,702,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,12,20,1103542,0,0,511874,121999,33683,0,389,729,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1670670,0,12,12,960564,0,0,150458,104519,12085,0,390,720,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,14,13,174130,1,0,271876,134292,33597,0,392,729,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2415698,0,8,15,520146,0,0,437052,431699,32411,0,393,747,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,23,12,606892,0,0,200376,165623,15819,1,395,729,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
1163256,0,15,17,856438,0,0,300982,394972,18451,0,396,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1205683,0,13,18,110022,0,0,315238,59204,7586,0,397,733,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1127175,0,9,13,619542,0,0,287584,226860,6096,0,398,734,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1090011,0,12,16,312598,0,0,396308,228950,25797,1,402,702,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1682032,0,16,28,651332,0,0,354112,169309,20324,0,403,726,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,0,10,23,1434048,0,0,662970,616759,31781,1,404,729,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1050415,0,10,20,182292,1,1,67562,57779,28099,0,405,711,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1558171,0,6,19,672320,0,0,536976,451744,13764,0,406,733,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,3,13,555764,0,0,281116,305748,7948,1,407,729,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
1473260,0,6,39,323466,0,0,87472,126274,19398,0,408,714,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
952660,0,5,14,573210,0,0,220616,165338,1675,0,409,749,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
775428,0,9,27,424204,1,1,203698,200754,7237,1,410,714,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
768512,0,6,7,240284,0,0,55616,63707,9542,0,411,727,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1547721,0,15,12,1254902,0,0,349668,637260,30181,0,412,744,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1315123,0,12,17,129822,0,0,125400,58083,15343,0,413,709,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1582054,0,5,12,239734,0,0,517220,178068,14238,0,414,726,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
993833,0,11,20,241142,0,0,88528,38532,2551,1,416,696,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1338455,0,7,13,671264,0,0,344388,389006,25654,1,418,670,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
471770,0,6,16,673156,0,0,179168,159866,3849,0,420,750,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1277161,0,32,15,392722,0,0,259072,31882,10164,0,423,750,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,15,33,1027554,0,0,238106,151753,11183,0,424,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
778620,0,12,9,482680,0,0,293018,233016,11939,1,425,746,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
545566,0,4,23,157894,0,0,145310,65189,2405,0,426,723,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1146954,0,12,11,518056,0,0,221342,321689,19976,1,428,689,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1206842,0,11,14,438438,0,0,343970,293075,10560,0,429,706,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1906916,0,19,18,682396,0,0,568392,474430,34007,0,430,712,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
659281,0,11,17,651772,0,0,250822,206587,13900,0,431,744,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
747688,0,8,8,150546,0,0,227260,76722,13272,1,432,711,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
966055,0,15,16,604252,0,0,230428,215004,18274,0,433,748,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1282310,0,21,12,489082,0,0,393030,248786,17739,0,434,721,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1251435,0,18,18,263098,0,0,187264,115653,29409,1,435,717,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,5,13,205436,0,0,52690,115330,16531,0,436,729,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1941002,0,11,24,813846,0,0,618772,475836,16013,1,437,683,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
374832,0,7,17,345158,0,0,26048,194047,7903,0,438,716,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
744876,0,5,15,420486,0,0,308880,282891,13967,0,439,668,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1504648,0,17,24,1271666,0,0,261338,611724,26708,0,441,744,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
996398,0,12,17,794354,0,0,266244,334096,18101,0,442,748,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1044696,0,6,14,219978,0,0,223234,166611,11230,0,443,734,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1189818,0,25,17,301818,0,0,262416,185858,22111,0,444,672,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
559683,0,17,14,99528,0,0,64812,24073,1679,0,445,736,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
984542,0,4,18,540100,0,0,258104,420736,19199,0,446,737,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,6,12,89210,1,1,78012,44384,15847,0,447,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
579234,0,5,13,357500,0,0,254298,198835,4923,1,448,671,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,13,21,598378,0,0,85844,144704,8748,0,449,729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,17,14,522082,0,0,350900,301207,23992,1,450,729,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1071125,0,10,35,364870,1,1,225500,92644,7891,1,452,731,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
616892,0,6,19,415250,0,0,273042,222338,6323,0,453,716,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2325372,0,12,24,669328,0,0,206778,182666,28098,0,455,749,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1296028,0,7,13,177848,1,1,155562,78641,5702,0,459,713,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
897294,0,13,33,349140,0,0,386848,235486,20413,1,460,741,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1360780,0,16,17,775368,0,0,215842,490181,24381,0,461,742,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1652639,0,11,15,439164,0,0,371448,137674,10962,0,462,745,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1077471,0,11,12,82940,0,0,54714,11533,15803,0,463,748,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
625328,0,11,20,239734,1,1,121264,11381,688,0,465,743,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,14,16,682924,1,1,42526,230014,31178,0,466,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
805980,0,14,19,606562,0,0,44440,365655,24381,0,467,724,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1528664,0,11,22,1370666,0,0,331892,548074,23057,0,470,747,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1163256,0,6,16,237468,0,0,88352,817,12973,0,472,729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1431840,0,13,11,543642,0,0,265276,270902,18733,0,473,745,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
749683,0,11,20,243892,0,0,117612,153976,7953,0,474,715,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1076768,0,14,57,432124,0,0,558360,186219,13818,1,476,667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
711569,0,9,13,506748,0,0,194172,173299,12749,1,477,737,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1166904,0,14,20,603174,0,0,225192,431319,10308,0,479,710,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1355745,0,9,19,322718,2,2,221100,226309,26211,0,480,743,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,9,16,112926,0,0,263692,57722,12055,1,481,729,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1248224,0,9,28,286594,0,0,289058,113848,18307,0,482,732,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
934249,0,11,11,177210,0,0,216348,46987,28962,0,483,672,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1163256,0,7,14,106040,0,0,121506,71535,8546,1,484,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
761064,0,10,13,200310,0,0,220308,93765,5346,0,485,741,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
737257,0,6,11,37268,0,0,120384,8018,4460,1,486,722,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,15,22,676654,0,0,348898,295108,18362,0,488,729,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1632879,0,11,29,837826,0,0,730488,631674,26806,1,489,651,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,0,12,24,591118,0,0,328328,345116,25434,0,490,729,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1599838,0,17,12,452408,0,0,220528,204744,16798,0,491,723,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1067401,0,13,31,835010,0,0,331056,390868,19124,1,492,687,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1052828,0,5,24,315590,0,0,239470,199234,4176,0,493,741,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,0,9,15,554598,0,0,219274,224637,6202,1,494,729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
536826,0,9,11,295438,0,0,163108,165604,7426,0,497,713,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1042397,0,5,14,194018,0,0,529672,152988,11206,1,499,720,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
973674,0,15,21,1117754,0,0,394592,335939,20366,0,501,703,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
906737,0,16,26,700150,1,1,450912,151164,13752,0,503,685,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,0,11,29,518650,0,0,422114,310403,22521,1,504,729,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1623550,0,15,18,555280,0,0,437184,402363,30847,0,505,653,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1346226,0,8,12,358886,0,0,267212,158061,19072,0,506,698,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
764978,0,14,15,86504,1,1,172832,39900,9881,0,507,725,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1343167,0,11,31,541596,0,0,311058,247912,21379,0,508,675,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
2015672,0,8,24,242088,0,0,82126,157016,23180,0,509,717,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
615144,0,8,8,136004,0,0,141372,61199,20454,1,510,639,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,21,19,1256090,0,0,558646,485982,17489,0,512,729,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2242342,0,11,21,253022,0,0,442618,145958,17434,0,513,673,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,5,11,198924,0,0,138424,114076,10382,0,517,729,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,23,24,761244,0,0,631180,409583,23607,1,518,729,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,15,10,451440,0,0,482372,213655,15574,1,519,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1360058,0,20,31,1106380,0,0,250448,540816,20174,0,520,741,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,9,18,321178,0,0,345972,62700,32032,0,521,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1030370,0,12,16,438262,0,0,216920,269496,15456,0,522,741,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1163256,0,5,24,33682,0,0,471526,24377,22793,0,523,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1153148,0,13,11,1074986,0,0,300960,410343,20949,1,524,745,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1300474,0,11,15,585178,0,0,536184,336585,21891,0,526,722,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1052220,0,9,13,365310,0,0,221518,167846,13153,0,528,745,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1039053,0,5,21,652124,0,0,262504,397613,14607,0,529,742,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
742691,0,12,30,323620,1,1,357390,69312,10583,0,530,744,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1163256,0,10,42,200552,0,0,675400,131290,39528,0,532,729,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1358994,0,7,15,211442,0,0,215798,114133,2503,0,533,725,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
412072,0,4,22,234256,0,0,159412,159410,5134,1,534,745,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,11,13,107404,1,0,131538,82004,10530,0,535,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1213036,0,11,15,305448,2,2,44594,13186,15769,0,538,749,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
449711,0,12,18,570152,0,0,104148,132449,7495,0,539,715,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1204296,0,12,10,205458,0,0,216194,177251,20975,0,540,717,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
935465,0,5,26,209814,1,1,261052,9785,5652,1,541,710,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1306155,0,10,12,138204,0,0,219186,68875,17307,0,543,726,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1163256,0,15,22,0,0,0,396594,0,22556,0,544,729,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
847685,0,8,7,258852,0,0,435028,195168,13563,1,545,669,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
1724231,0,24,27,401302,0,0,325512,263416,28450,0,546,720,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1386202,0,8,17,566016,0,0,222926,430673,16288,0,547,734,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
869022,0,9,12,272690,0,0,223608,195700,12746,0,549,739,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,11,17,817850,1,1,157784,34618,1695,0,550,729,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
269800,0,5,9,93522,0,0,65076,44175,1781,0,552,727,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
772920,0,8,14,512072,0,0,293656,273752,14621,1,554,737,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1826736,0,11,24,582164,0,0,440660,161899,30446,0,556,750,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1139069,0,13,18,188188,0,0,432432,72010,13574,1,557,707,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
